title,published,source,venue,doi,url,pdf_url,score,matched_terms,ai_summary_zh
A 3D Laser Scanning and BIM-Based Workflow for Localization and Classification of MEP Pipe Installation Discrepancies,2026-06-19,OpenAlex,Buildings,https://doi.org/10.3390/buildings16122444,https://doi.org/10.3390/buildings16122444,https://www.mdpi.com/2075-5309/16/12/2444/pdf?version=1781878687,47,BIM; bim-based; building information model; building information modeling; scan-to-bim,提出一种基于三维激光扫描与BIM的工作流程，用于定位和初步分类MEP管道安装偏差。通过粗到精的扫描-BIM配准、距离阈值生长提取管道实例及最近邻均方根误差建立对应关系，并利用切片级偏差分布函数与导数阈值区分代表性偏差模式，案例验证了该流程在局部化管道检查中的有效性。
Image-based dynamic-aware high-fidelity surface reconstruction using Gaussian Splatting for indoor environments,2026-06-19,OpenAlex,,https://doi.org/10.1145/3744256.3812573,https://doi.org/10.1145/3744256.3812573,https://doi.org/10.1145/3744256.3812573,35,BIM; building information model; building information modeling; scan-to-bim,提出一种基于高斯溅射的动态感知几何正则化框架（DG2S），通过神经运动建模网络参数化动态高斯变形并联合估计概率掩码，结合局部平面性约束与单目深度伪监督，实现室内环境高保真表面重建，渲染质量提升2.6 dB PSNR，几何F1分数提高超65%。
Synergies of Geospatial and Digital Technologies for Sustainable Rural Development: A Data‐Driven Analysis of Topics and Novelty Assessment,2026-06-19,OpenAlex,Sustainable Development,https://doi.org/10.1002/sd.71350,https://doi.org/10.1002/sd.71350,https://doi.org/10.1002/sd.71350,30,BIM; building information model; building information modelling; digital twin,该研究通过文献计量分析、基于BERT的语义主题建模和多维新颖性评估，系统梳理了2000-2025年间地理空间与数字技术（包括BIM、数字孪生等）在农村可持续发展中的应用。研究揭示了该领域从GIS主导到AI驱动的演化阶段，并发现跨领域整合是产生高创新性成果的关键路径。
Análise da colaboração e integração no processo de projeto,2026-06-19,OpenAlex,Cadernos de arquitetura e urbanismo,https://doi.org/10.5752/p.2316-1752.2025v32n46p129-147,https://doi.org/10.5752/p.2316-1752.2025v32n46p129-147,https://periodicos.pucminas.br/Arquiteturaeurbanismo/article/download/29609/25120,27,BIM; building information model; building information modeling,通过访谈评估建筑与工程项目中不同专业人员的整合与协作，并分析采用BIM方法的工作流程，识别出协作场景。
Integration der digitalen Schnittstelle Architektur und Holzbau: Anforderungsgrundlage für ein softwaredefiniertes Gateway zur Prüfautomation bei openBIM-basierten Modellübergaben,2026-06-19,OpenAlex,Qucosa (Saxon State and University Library Dresden),,https://openalex.org/W7165427137,https://htwk-leipzig.qucosa.de/id/qucosa%3A105428,12,openbim,本研究聚焦建筑与木结构工程之间的数字接口，通过系统化分析openBIM模型传递中的集成质量需求，提出一种软件定义网关作为中间件的技术框架，以实现模型交接的自动化校验与数据驱动集成。该方法旨在解决跨企业协作中因模型、流程与系统逻辑差异导致的介质断裂问题，为稳定数字流程链奠定基础。
BIM-Edit: Benchmarking Large Language Models for IFC-Based Building Information Modeling,2026-06-18T12:08:04Z,arXiv,cs.AI,https://doi.org/10.48550/arxiv.2606.20146,https://arxiv.org/abs/2606.20146v3,https://arxiv.org/pdf/2606.20146v3,74,BIM; building information model; building information modeling; IFC; ifc-based; industry foundation class; industry foundation classes,提出BIM-Edit基准，用于评估大语言模型在基于IFC的建筑信息模型自然语言编辑任务中的表现。该基准包含324个编辑任务，从几何精度、语义有效性和拓扑一致性三个维度评估模型，结果显示最佳模型平均得分仅49.5%，表明当前大语言模型与结构化工程设计需求间存在显著差距。
"An Interoperable Framework for Heritage Building Monitoring Integrating IFC-BIM, CityGML, and Immersive Visualization",2026-06-18,OpenAlex,Heritage,https://doi.org/10.3390/heritage9060240,https://doi.org/10.3390/heritage9060240,https://www.mdpi.com/2571-9408/9/6/240/pdf?version=1781797741,49,BIM; building information model; building information modeling; digital twin; IFC; ifc-based,提出一种融合IFC-BIM、CityGML和沉浸式可视化的文化遗产建筑监测互操作框架，通过语义-空间数据集成工作流，将基于IFC的遗产建筑信息模型、激光雷达点云和三维高斯泼溅重建数据统一到地理参考环境中，并利用头戴式显示器实现沉浸式巡检与损伤标注。
"Geometric Fidelity Uncertainty in Cognitive Digital Twins: Automated Point Cloud Completion, Tessellation, and IFC Recording for Maintenance",2026-06-18,OpenAlex,ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part B Mechanical Engineering,https://doi.org/10.1115/1.4072155,https://doi.org/10.1115/1.4072155,https://figshare.com/articles/journal_contribution/Geometric_fidelity_uncertainty_in_cognitive_digital_twins_automated_point_cloud_completion_tessellation_and_IFC_recording_for_maintenance/32411685,34,BIM; digital twin; IFC; ifc model; ifc models,提出一种系统性降低认知数字孪生几何不确定性的方法，通过点云补全、网格化与IFC模型转换三阶段处理扫描数据中的遮挡问题，并在真实数据集上验证了其满足LOA精度要求，为基于CDT的预测性维护提供了几何可靠的IFC模型基础。
"Editorial: BIM, IT, and AI applied to structural design, infrastructure performance, and urban contexts",2026-06-18,OpenAlex,Proceedings of the Institution of Civil Engineers - Smart Infrastructure and Construction,https://doi.org/10.1680/jsmic.2026.179.1.2.1,https://doi.org/10.1680/jsmic.2026.179.1.2.1,https://doi.org/10.1680/jsmic.2026.179.1.2.1,33,BIM; building information model; building information modelling; digital twin,该社论介绍了《智能基础设施与建设》期刊的目标与范围，聚焦于将建筑信息模型（BIM）、数字孪生、人工智能（AI）等数字技术整合到物理基础设施资产与建设过程中，以促进更智能、更环保的工程设计与基础设施管理。
Scan vs. BIM: High-fidelity mesh model updating of cable-stayed bridge structure at component-element level from 3D point clouds,2026-06-18,OpenAlex,Construction and Building Materials,https://doi.org/10.1016/j.conbuildmat.2026.147109,https://doi.org/10.1016/j.conbuildmat.2026.147109,,8,BIM,该研究提出一种基于三维点云的斜拉桥结构构件级高保真网格模型更新方法，通过扫描数据与BIM模型对比实现精细化修正。
"Underground structures reconstruction: BIM benefits for designing, integration, and implementation",2026-06-17,OpenAlex,Aposta,https://doi.org/10.23900/ra.ed.esp.v24i113.1044,https://doi.org/10.23900/ra.ed.esp.v24i113.1044,https://revistaaposta.com/index.php/ra/article/download/1044/945,30,BIM; building information model; building information modeling,通过案例研究和文献分析，展示了建筑信息模型（BIM）在地下结构重建中的应用，包括创建精确的3D模型及4D/5D BIM集成时间与成本维度，以提升设计、整合与实施的准确性和安全性。研究贡献在于揭示了BIM在评估地质条件、预测地面位移和降低施工风险方面的潜力。
Impact of Seismic Design Requirements on the Environmental Performance of Reinforced Concrete Buildings: A BIM-Integrated Comparative LCA,2026-06-17,OpenAlex,Buildings,https://doi.org/10.3390/buildings16122408,https://doi.org/10.3390/buildings16122408,https://www.mdpi.com/2075-5309/16/12/2408/pdf?version=1781685013,30,BIM; building information model; building information modeling,通过BIM集成方法在构件层面量化抗震设计对钢筋混凝土建筑环境性能的影响。以八层住宅楼对比TBDY-2018抗震规范与TS-500重力荷载基准，发现抗震质量增加产生非线性不对称效应：混凝土体积主导全球变暖潜能，钢筋延性需求加剧光化学臭氧生成和酸化潜能，回收阶段环境补偿微不足道。
"Automating environmental assessment: integration of machine-interpretable LCA data into digital product passports and logbooks, and into BIM",2026-06-17,OpenAlex,,https://doi.org/10.20868/upm.thesis.96092,https://doi.org/10.20868/upm.thesis.96092,https://oa.upm.es/96092/3/AITOR_ARAGON_BASABE_B.pdf,13,BIM; IFC,通过分析ISO 22057、ILCD+EPD和IFC等标准，识别了生命周期评估环境信息向BIM和数字产品护照/日志本自动化转移的互操作性障碍，并提出了解决方案。
O impacto do BIM no planejamento e gestão da segurança do trabalho na indústria AEC,2026-06-17,OpenAlex,Revista Gestão & Tecnologia,https://doi.org/10.20397/2177-6652/2026.v26i1.3131,https://doi.org/10.20397/2177-6652/2026.v26i1.3131,https://revistagt.fpl.emnuvens.com.br/get/article/download/3131/1853,8,BIM,通过系统文献综述，分析了BIM在建筑行业施工前阶段安全管理中的应用，发现自动规则检查、4D BIM等技术用于预测坠落等职业风险，但用户经验不足是主要限制。研究分类了主要职业风险，并提供了技术应用与局限性的全景图。
Integrating BIM and GIS through spatial planning information modelling,2026-06-15,OpenAlex,Building Research & Information,https://doi.org/10.1080/09613218.2026.2684945,https://doi.org/10.1080/09613218.2026.2684945,https://www.tandfonline.com/doi/pdf/10.1080/09613218.2026.2684945?needAccess=true,43,BIM; IFC; ifc-based; industry foundation class; industry foundation classes,提出基于IFC的空间规划信息模型（SPIM），采用行动设计研究方法将分区条件转化为结构化基线，解决文档式规划与信息模型式审批的脱节。SPIM支持规划、许可及环境分析等集成决策，但社会与制度准备度（如数据治理、责任归属）是实施关键障碍。
The status of digital and BIM-based building permitting in Germany: evidence from a nationwide survey of building authorities,2026-06-15,OpenAlex,International Journal of Construction Management,https://doi.org/10.1080/15623599.2026.2681560,https://doi.org/10.1080/15623599.2026.2681560,https://www.tandfonline.com/doi/pdf/10.1080/15623599.2026.2681560?needAccess=true,39,BIM; bim-based; building information model; building information modeling,基于对德国建筑管理局员工的全国性调查，本研究评估了数字化和基于BIM的建筑许可现状。结果显示，47.3%的机构具备数字化提交能力，但尚无机构支持BIM提交，且员工普遍缺乏BIM经验与培训，亟需技术基础设施和资金支持。
The Model as Cognitive Infrastructure: Parametric and openBIM Approaches to the Knowledge of Existing Bridges,2026-06-15,OpenAlex,Nexus Network Journal,https://doi.org/10.1007/s00004-026-00899-3,https://doi.org/10.1007/s00004-026-00899-3,https://link.springer.com/content/pdf/10.1007/s00004-026-00899-3.pdf,39,BIM; building information model; building information modeling; openbim,将参数化建模与开放BIM（openBIM）方法整合为语义与关系环境，以既有桥梁为对象，提出基于几何-关系脚本的大规模参数化桥梁模型生成框架，使模型成为支持基础设施知识形式化、管理与传递的认知基础设施。
A Pilot Study on a GPU-Accelerated Voxel Simulation Framework for 3D Indoor and Urban-Scale Gas Dispersion and Aerosol Transport,2026-06-15,OpenAlex,Preprints.org,https://doi.org/10.20944/preprints202606.1036.v1,https://doi.org/10.20944/preprints202606.1036.v1,https://doi.org/10.20944/preprints202606.1036.v1,35,BIM; digital twin; IFC; industry foundation class; industry foundation classes,提出一种GPU加速体素模拟框架，利用BIM、LiDAR、GIS和数字孪生的结构化体素表示，对三维室内及城市尺度气体扩散与气溶胶传输进行实时仿真。该框架采用离散化平流-扩散模型，通过Taichi内核实现GPU并行计算，在约3450万和1390万活动体素的模型上验证了分钟级运行性能。
